epoch = 0  |  train_loss = 0.108693  |  val_loss = 0.096558  |  training_for: 1.43
epoch = 23  |  train_loss = 0.104993  |  val_loss = 0.094049  |  training_for: 25.94
epoch = 24  |  train_loss = 0.104363  |  val_loss = 0.093647  |  training_for: 26.99
epoch = 25  |  train_loss = 0.103657  |  val_loss = 0.093202  |  training_for: 28.04
epoch = 26  |  train_loss = 0.102863  |  val_loss = 0.092706  |  training_for: 29.08
epoch = 27  |  train_loss = 0.101979  |  val_loss = 0.092162  |  training_for: 30.13
epoch = 28  |  train_loss = 0.101055  |  val_loss = 0.091581  |  training_for: 31.19
epoch = 29  |  train_loss = 0.100123  |  val_loss = 0.090980  |  training_for: 32.24
epoch = 30  |  train_loss = 0.099171  |  val_loss = 0.090405  |  training_for: 33.31
epoch = 31  |  train_loss = 0.098283  |  val_loss = 0.089893  |  training_for: 34.36
epoch = 32  |  train_loss = 0.097421  |  val_loss = 0.089442  |  training_for: 35.43
epoch = 33  |  train_loss = 0.096678  |  val_loss = 0.089031  |  training_for: 36.49
epoch = 34  |  train_loss = 0.096008  |  val_loss = 0.088667  |  training_for: 37.62
epoch = 35  |  train_loss = 0.095357  |  val_loss = 0.088344  |  training_for: 38.67
epoch = 36  |  train_loss = 0.094796  |  val_loss = 0.088081  |  training_for: 39.72
epoch = 37  |  train_loss = 0.094288  |  val_loss = 0.087858  |  training_for: 40.77
epoch = 38  |  train_loss = 0.093816  |  val_loss = 0.087654  |  training_for: 41.82
epoch = 39  |  train_loss = 0.093377  |  val_loss = 0.087460  |  training_for: 42.86
epoch = 40  |  train_loss = 0.092999  |  val_loss = 0.087379  |  training_for: 43.91
epoch = 41  |  train_loss = 0.092648  |  val_loss = 0.087373  |  training_for: 45.04
epoch = 42  |  train_loss = 0.092358  |  val_loss = 0.087410  |  training_for: 46.11
epoch = 43  |  train_loss = 0.092113  |  val_loss = 0.087441  |  training_for: 47.16
epoch = 44  |  train_loss = 0.091891  |  val_loss = 0.087508  |  training_for: 48.21
epoch = 45  |  train_loss = 0.091709  |  val_loss = 0.087613  |  training_for: 49.27
epoch = 46  |  train_loss = 0.091554  |  val_loss = 0.087690  |  training_for: 50.31
epoch = 47  |  train_loss = 0.091415  |  val_loss = 0.087753  |  training_for: 51.36
epoch = 48  |  train_loss = 0.091309  |  val_loss = 0.087762  |  training_for: 52.40
epoch = 49  |  train_loss = 0.091210  |  val_loss = 0.087856  |  training_for: 53.46
epoch = 50  |  train_loss = 0.091123  |  val_loss = 0.087913  |  training_for: 54.51
epoch = 51  |  train_loss = 0.091046  |  val_loss = 0.087902  |  training_for: 55.55
epoch = 52  |  train_loss = 0.090971  |  val_loss = 0.087961  |  training_for: 56.69
epoch = 53  |  train_loss = 0.090906  |  val_loss = 0.087995  |  training_for: 57.73
epoch = 54  |  train_loss = 0.090837  |  val_loss = 0.088066  |  training_for: 58.77
epoch = 55  |  train_loss = 0.090779  |  val_loss = 0.087965  |  training_for: 59.82
epoch = 56  |  train_loss = 0.090722  |  val_loss = 0.088078  |  training_for: 60.86
epoch = 57  |  train_loss = 0.090671  |  val_loss = 0.088092  |  training_for: 61.91
epoch = 58  |  train_loss = 0.090624  |  val_loss = 0.088064  |  training_for: 62.95
epoch = 59  |  train_loss = 0.090574  |  val_loss = 0.088131  |  training_for: 64.09
epoch = 60  |  train_loss = 0.090545  |  val_loss = 0.088180  |  training_for: 65.14
epoch = 61  |  train_loss = 0.090506  |  val_loss = 0.088207  |  training_for: 66.19
epoch = 62  |  train_loss = 0.090476  |  val_loss = 0.088307  |  training_for: 67.24
epoch = 63  |  train_loss = 0.090452  |  val_loss = 0.088326  |  training_for: 68.28
epoch = 64  |  train_loss = 0.090425  |  val_loss = 0.088378  |  training_for: 69.33
epoch = 65  |  train_loss = 0.090399  |  val_loss = 0.088504  |  training_for: 70.37
epoch = 66  |  train_loss = 0.090380  |  val_loss = 0.088472  |  training_for: 71.42
epoch = 67  |  train_loss = 0.090364  |  val_loss = 0.088677  |  training_for: 72.53
epoch = 68  |  train_loss = 0.090344  |  val_loss = 0.088627  |  training_for: 73.58
epoch = 69  |  train_loss = 0.090329  |  val_loss = 0.088799  |  training_for: 74.63
epoch = 70  |  train_loss = 0.090314  |  val_loss = 0.088812  |  training_for: 75.77
epoch = 71  |  train_loss = 0.090299  |  val_loss = 0.088893  |  training_for: 76.82
epoch = 72  |  train_loss = 0.090285  |  val_loss = 0.088852  |  training_for: 77.87
epoch = 73  |  train_loss = 0.090269  |  val_loss = 0.089047  |  training_for: 78.91
epoch = 74  |  train_loss = 0.090259  |  val_loss = 0.088998  |  training_for: 79.96
epoch = 75  |  train_loss = 0.090252  |  val_loss = 0.089102  |  training_for: 81.00
epoch = 76  |  train_loss = 0.090242  |  val_loss = 0.089181  |  training_for: 82.05
epoch = 77  |  train_loss = 0.090224  |  val_loss = 0.089199  |  training_for: 83.19
epoch = 78  |  train_loss = 0.090213  |  val_loss = 0.089099  |  training_for: 84.23
epoch = 79  |  train_loss = 0.090207  |  val_loss = 0.089448  |  training_for: 85.28
epoch = 80  |  train_loss = 0.090203  |  val_loss = 0.089288  |  training_for: 86.32
epoch = 81  |  train_loss = 0.090193  |  val_loss = 0.089355  |  training_for: 87.37
epoch = 82  |  train_loss = 0.090184  |  val_loss = 0.089477  |  training_for: 88.41
epoch = 83  |  train_loss = 0.090172  |  val_loss = 0.089469  |  training_for: 89.46
epoch = 84  |  train_loss = 0.090165  |  val_loss = 0.089488  |  training_for: 90.52
epoch = 85  |  train_loss = 0.090163  |  val_loss = 0.089646  |  training_for: 91.57
epoch = 86  |  train_loss = 0.090156  |  val_loss = 0.089608  |  training_for: 92.62
epoch = 87  |  train_loss = 0.090148  |  val_loss = 0.089513  |  training_for: 93.66
epoch = 88  |  train_loss = 0.090142  |  val_loss = 0.089572  |  training_for: 94.80
epoch = 89  |  train_loss = 0.090135  |  val_loss = 0.089624  |  training_for: 95.85
epoch = 90  |  train_loss = 0.090128  |  val_loss = 0.089694  |  training_for: 96.90
epoch = 91  |  train_loss = 0.090123  |  val_loss = 0.089753  |  training_for: 97.95
epoch = 92  |  train_loss = 0.090115  |  val_loss = 0.089685  |  training_for: 98.99
epoch = 93  |  train_loss = 0.090115  |  val_loss = 0.089746  |  training_for: 100.04
epoch = 94  |  train_loss = 0.090103  |  val_loss = 0.089782  |  training_for: 101.08
epoch = 95  |  train_loss = 0.090096  |  val_loss = 0.089775  |  training_for: 102.22
epoch = 96  |  train_loss = 0.090099  |  val_loss = 0.089815  |  training_for: 103.26
epoch = 97  |  train_loss = 0.090088  |  val_loss = 0.089800  |  training_for: 104.31
epoch = 98  |  train_loss = 0.090080  |  val_loss = 0.089899  |  training_for: 105.35
epoch = 99  |  train_loss = 0.090076  |  val_loss = 0.089989  |  training_for: 106.41
epoch = 100  |  train_loss = 0.090069  |  val_loss = 0.090101  |  training_for: 107.45
epoch = 101  |  train_loss = 0.090064  |  val_loss = 0.090023  |  training_for: 108.50
epoch = 102  |  train_loss = 0.090065  |  val_loss = 0.090031  |  training_for: 109.54
epoch = 103  |  train_loss = 0.090061  |  val_loss = 0.089992  |  training_for: 110.59
epoch = 104  |  train_loss = 0.090050  |  val_loss = 0.090150  |  training_for: 111.63
epoch = 105  |  train_loss = 0.090051  |  val_loss = 0.090092  |  training_for: 112.68
epoch = 106  |  train_loss = 0.090042  |  val_loss = 0.090142  |  training_for: 113.82
epoch = 107  |  train_loss = 0.090043  |  val_loss = 0.090247  |  training_for: 114.88
epoch = 108  |  train_loss = 0.090038  |  val_loss = 0.090059  |  training_for: 115.93
epoch = 109  |  train_loss = 0.090034  |  val_loss = 0.090201  |  training_for: 116.97
epoch = 110  |  train_loss = 0.090025  |  val_loss = 0.090110  |  training_for: 118.02
epoch = 111  |  train_loss = 0.090020  |  val_loss = 0.090193  |  training_for: 119.06
epoch = 112  |  train_loss = 0.090017  |  val_loss = 0.090092  |  training_for: 120.11
epoch = 113  |  train_loss = 0.090017  |  val_loss = 0.090197  |  training_for: 121.26
epoch = 114  |  train_loss = 0.090013  |  val_loss = 0.090173  |  training_for: 122.32
epoch = 115  |  train_loss = 0.090011  |  val_loss = 0.090112  |  training_for: 123.39
epoch = 116  |  train_loss = 0.090009  |  val_loss = 0.090090  |  training_for: 124.43
epoch = 117  |  train_loss = 0.090007  |  val_loss = 0.090215  |  training_for: 125.48
epoch = 118  |  train_loss = 0.090006  |  val_loss = 0.090138  |  training_for: 126.52
epoch = 119  |  train_loss = 0.089998  |  val_loss = 0.090112  |  training_for: 127.57
epoch = 120  |  train_loss = 0.089990  |  val_loss = 0.090100  |  training_for: 128.62
epoch = 121  |  train_loss = 0.089997  |  val_loss = 0.090068  |  training_for: 129.66
epoch = 122  |  train_loss = 0.089988  |  val_loss = 0.090188  |  training_for: 130.71
epoch = 123  |  train_loss = 0.089986  |  val_loss = 0.089949  |  training_for: 131.75
epoch = 124  |  train_loss = 0.089980  |  val_loss = 0.089917  |  training_for: 132.80
epoch = 125  |  train_loss = 0.089987  |  val_loss = 0.090090  |  training_for: 133.97
epoch = 126  |  train_loss = 0.089982  |  val_loss = 0.090128  |  training_for: 135.03
epoch = 127  |  train_loss = 0.089977  |  val_loss = 0.090021  |  training_for: 136.07
epoch = 128  |  train_loss = 0.089966  |  val_loss = 0.089931  |  training_for: 137.11
epoch = 129  |  train_loss = 0.089961  |  val_loss = 0.090030  |  training_for: 138.16
epoch = 130  |  train_loss = 0.089963  |  val_loss = 0.089942  |  training_for: 139.20
epoch = 131  |  train_loss = 0.089963  |  val_loss = 0.089994  |  training_for: 140.39
epoch = 132  |  train_loss = 0.089971  |  val_loss = 0.090116  |  training_for: 141.46
epoch = 133  |  train_loss = 0.089963  |  val_loss = 0.089855  |  training_for: 142.50
epoch = 134  |  train_loss = 0.089958  |  val_loss = 0.090000  |  training_for: 143.55
epoch = 135  |  train_loss = 0.089959  |  val_loss = 0.090090  |  training_for: 144.59
epoch = 136  |  train_loss = 0.089957  |  val_loss = 0.089935  |  training_for: 145.64
epoch = 137  |  train_loss = 0.089953  |  val_loss = 0.090103  |  training_for: 146.68
epoch = 138  |  train_loss = 0.089950  |  val_loss = 0.089991  |  training_for: 147.73
epoch = 139  |  train_loss = 0.089945  |  val_loss = 0.089918  |  training_for: 148.78
epoch = 140  |  train_loss = 0.089943  |  val_loss = 0.090184  |  training_for: 149.83
epoch = 141  |  train_loss = 0.089939  |  val_loss = 0.090003  |  training_for: 150.88
epoch = 142  |  train_loss = 0.089936  |  val_loss = 0.090059  |  training_for: 152.02
epoch = 143  |  train_loss = 0.089936  |  val_loss = 0.089951  |  training_for: 153.06
epoch = 144  |  train_loss = 0.089929  |  val_loss = 0.090091  |  training_for: 154.11
epoch = 145  |  train_loss = 0.089929  |  val_loss = 0.090079  |  training_for: 155.15
epoch = 146  |  train_loss = 0.089935  |  val_loss = 0.090012  |  training_for: 156.24
epoch = 147  |  train_loss = 0.089933  |  val_loss = 0.089965  |  training_for: 157.29
epoch = 148  |  train_loss = 0.089933  |  val_loss = 0.090029  |  training_for: 158.35
epoch = 149  |  train_loss = 0.089932  |  val_loss = 0.090049  |  training_for: 159.50
epoch = 150  |  train_loss = 0.089928  |  val_loss = 0.090100  |  training_for: 160.55
epoch = 151  |  train_loss = 0.089924  |  val_loss = 0.089975  |  training_for: 161.60
epoch = 152  |  train_loss = 0.089931  |  val_loss = 0.089989  |  training_for: 162.65
epoch = 153  |  train_loss = 0.089923  |  val_loss = 0.090143  |  training_for: 163.72
epoch = 154  |  train_loss = 0.089916  |  val_loss = 0.089979  |  training_for: 164.77
epoch = 155  |  train_loss = 0.089919  |  val_loss = 0.090065  |  training_for: 165.82
epoch = 156  |  train_loss = 0.089925  |  val_loss = 0.089945  |  training_for: 166.87
epoch = 157  |  train_loss = 0.089914  |  val_loss = 0.089921  |  training_for: 167.92
epoch = 158  |  train_loss = 0.089911  |  val_loss = 0.089975  |  training_for: 168.98
epoch = 159  |  train_loss = 0.089912  |  val_loss = 0.090168  |  training_for: 170.05
epoch = 160  |  train_loss = 0.089920  |  val_loss = 0.090075  |  training_for: 171.23
epoch = 161  |  train_loss = 0.089922  |  val_loss = 0.089940  |  training_for: 172.28
epoch = 162  |  train_loss = 0.089924  |  val_loss = 0.089988  |  training_for: 173.34
epoch = 163  |  train_loss = 0.089918  |  val_loss = 0.090106  |  training_for: 174.39
epoch = 164  |  train_loss = 0.089913  |  val_loss = 0.089932  |  training_for: 175.45
epoch = 165  |  train_loss = 0.089909  |  val_loss = 0.089877  |  training_for: 176.52
epoch = 166  |  train_loss = 0.089901  |  val_loss = 0.090177  |  training_for: 177.60
epoch = 167  |  train_loss = 0.089899  |  val_loss = 0.089959  |  training_for: 178.75
epoch = 168  |  train_loss = 0.089907  |  val_loss = 0.090040  |  training_for: 179.80
epoch = 169  |  train_loss = 0.089907  |  val_loss = 0.090048  |  training_for: 180.85
epoch = 170  |  train_loss = 0.089907  |  val_loss = 0.090107  |  training_for: 181.92
epoch = 171  |  train_loss = 0.089908  |  val_loss = 0.089871  |  training_for: 182.98
epoch = 172  |  train_loss = 0.089902  |  val_loss = 0.090183  |  training_for: 184.08
epoch = 173  |  train_loss = 0.089907  |  val_loss = 0.090207  |  training_for: 185.13
epoch = 174  |  train_loss = 0.089912  |  val_loss = 0.089937  |  training_for: 186.18
epoch = 175  |  train_loss = 0.089902  |  val_loss = 0.090095  |  training_for: 187.23
epoch = 176  |  train_loss = 0.089898  |  val_loss = 0.090155  |  training_for: 188.28
epoch = 177  |  train_loss = 0.089901  |  val_loss = 0.089927  |  training_for: 189.35
epoch = 178  |  train_loss = 0.089895  |  val_loss = 0.089974  |  training_for: 190.50
epoch = 179  |  train_loss = 0.089898  |  val_loss = 0.090262  |  training_for: 191.58
epoch = 180  |  train_loss = 0.089901  |  val_loss = 0.090080  |  training_for: 192.63
epoch = 181  |  train_loss = 0.089894  |  val_loss = 0.090020  |  training_for: 193.68
epoch = 182  |  train_loss = 0.089896  |  val_loss = 0.090149  |  training_for: 194.74
epoch = 183  |  train_loss = 0.089896  |  val_loss = 0.090187  |  training_for: 195.80
epoch = 184  |  train_loss = 0.089900  |  val_loss = 0.090189  |  training_for: 196.85
epoch = 185  |  train_loss = 0.089908  |  val_loss = 0.090222  |  training_for: 197.99
epoch = 186  |  train_loss = 0.089905  |  val_loss = 0.090248  |  training_for: 199.04
epoch = 187  |  train_loss = 0.089901  |  val_loss = 0.090003  |  training_for: 200.09
epoch = 188  |  train_loss = 0.089896  |  val_loss = 0.089949  |  training_for: 201.14
epoch = 189  |  train_loss = 0.089894  |  val_loss = 0.090258  |  training_for: 202.19
epoch = 190  |  train_loss = 0.089895  |  val_loss = 0.090047  |  training_for: 203.25
epoch = 191  |  train_loss = 0.089894  |  val_loss = 0.090188  |  training_for: 204.34
epoch = 192  |  train_loss = 0.089884  |  val_loss = 0.090127  |  training_for: 205.39
epoch = 193  |  train_loss = 0.089886  |  val_loss = 0.090055  |  training_for: 206.43
epoch = 194  |  train_loss = 0.089884  |  val_loss = 0.090099  |  training_for: 207.48
epoch = 195  |  train_loss = 0.089884  |  val_loss = 0.089986  |  training_for: 208.53
epoch = 196  |  train_loss = 0.089886  |  val_loss = 0.090398  |  training_for: 209.68
epoch = 197  |  train_loss = 0.089885  |  val_loss = 0.089987  |  training_for: 210.73
epoch = 198  |  train_loss = 0.089882  |  val_loss = 0.089949  |  training_for: 211.81
epoch = 199  |  train_loss = 0.089890  |  val_loss = 0.090581  |  training_for: 212.87
epoch = 200  |  train_loss = 0.089900  |  val_loss = 0.090105  |  training_for: 213.92
epoch = 201  |  train_loss = 0.089889  |  val_loss = 0.090061  |  training_for: 214.98
epoch = 202  |  train_loss = 0.089890  |  val_loss = 0.090235  |  training_for: 216.03
epoch = 203  |  train_loss = 0.089884  |  val_loss = 0.090349  |  training_for: 217.17
epoch = 204  |  train_loss = 0.089888  |  val_loss = 0.090076  |  training_for: 218.22
epoch = 205  |  train_loss = 0.089887  |  val_loss = 0.090095  |  training_for: 219.28
epoch = 206  |  train_loss = 0.089887  |  val_loss = 0.090163  |  training_for: 220.33
epoch = 207  |  train_loss = 0.089886  |  val_loss = 0.090114  |  training_for: 221.38
epoch = 208  |  train_loss = 0.089882  |  val_loss = 0.090159  |  training_for: 222.44
epoch = 209  |  train_loss = 0.089881  |  val_loss = 0.090226  |  training_for: 223.49
epoch = 210  |  train_loss = 0.089883  |  val_loss = 0.090468  |  training_for: 224.55
epoch = 211  |  train_loss = 0.089880  |  val_loss = 0.089955  |  training_for: 225.63
epoch = 212  |  train_loss = 0.089883  |  val_loss = 0.090135  |  training_for: 226.68
epoch = 213  |  train_loss = 0.089885  |  val_loss = 0.090135  |  training_for: 227.73
epoch = 214  |  train_loss = 0.089880  |  val_loss = 0.090268  |  training_for: 228.89
epoch = 215  |  train_loss = 0.089880  |  val_loss = 0.090124  |  training_for: 229.97
epoch = 216  |  train_loss = 0.089880  |  val_loss = 0.090246  |  training_for: 231.03
epoch = 217  |  train_loss = 0.089879  |  val_loss = 0.089974  |  training_for: 232.08
epoch = 218  |  train_loss = 0.089879  |  val_loss = 0.090257  |  training_for: 233.14
epoch = 219  |  train_loss = 0.089882  |  val_loss = 0.090290  |  training_for: 234.19
epoch = 220  |  train_loss = 0.089882  |  val_loss = 0.090122  |  training_for: 235.24
epoch = 221  |  train_loss = 0.089881  |  val_loss = 0.090127  |  training_for: 236.39
epoch = 222  |  train_loss = 0.089879  |  val_loss = 0.090153  |  training_for: 237.46
epoch = 223  |  train_loss = 0.089874  |  val_loss = 0.090340  |  training_for: 238.51
epoch = 224  |  train_loss = 0.089880  |  val_loss = 0.090037  |  training_for: 239.57
epoch = 225  |  train_loss = 0.089876  |  val_loss = 0.090135  |  training_for: 240.62
epoch = 226  |  train_loss = 0.089877  |  val_loss = 0.090037  |  training_for: 241.67
epoch = 227  |  train_loss = 0.089878  |  val_loss = 0.090391  |  training_for: 242.72
epoch = 228  |  train_loss = 0.089881  |  val_loss = 0.089989  |  training_for: 243.76
epoch = 229  |  train_loss = 0.089876  |  val_loss = 0.090229  |  training_for: 244.86
epoch = 230  |  train_loss = 0.089873  |  val_loss = 0.090332  |  training_for: 245.94
epoch = 231  |  train_loss = 0.089873  |  val_loss = 0.089888  |  training_for: 246.98
epoch = 232  |  train_loss = 0.089873  |  val_loss = 0.090181  |  training_for: 248.03
epoch = 233  |  train_loss = 0.089870  |  val_loss = 0.090079  |  training_for: 249.18
epoch = 234  |  train_loss = 0.089864  |  val_loss = 0.090189  |  training_for: 250.23
epoch = 235  |  train_loss = 0.089874  |  val_loss = 0.090039  |  training_for: 251.28
epoch = 236  |  train_loss = 0.089869  |  val_loss = 0.090151  |  training_for: 252.33
epoch = 237  |  train_loss = 0.089876  |  val_loss = 0.090048  |  training_for: 253.38
epoch = 238  |  train_loss = 0.089874  |  val_loss = 0.090296  |  training_for: 254.44
epoch = 239  |  train_loss = 0.089880  |  val_loss = 0.090256  |  training_for: 255.58
epoch = 240  |  train_loss = 0.089886  |  val_loss = 0.090116  |  training_for: 256.63
epoch = 241  |  train_loss = 0.089871  |  val_loss = 0.090128  |  training_for: 257.70
epoch = 242  |  train_loss = 0.089873  |  val_loss = 0.090206  |  training_for: 258.75
epoch = 243  |  train_loss = 0.089867  |  val_loss = 0.090188  |  training_for: 259.80
epoch = 244  |  train_loss = 0.089867  |  val_loss = 0.090209  |  training_for: 260.87
epoch = 245  |  train_loss = 0.089874  |  val_loss = 0.090166  |  training_for: 261.95
epoch = 246  |  train_loss = 0.089868  |  val_loss = 0.090086  |  training_for: 263.02
epoch = 247  |  train_loss = 0.089865  |  val_loss = 0.090181  |  training_for: 264.08
epoch = 248  |  train_loss = 0.089865  |  val_loss = 0.090299  |  training_for: 265.16
epoch = 249  |  train_loss = 0.089861  |  val_loss = 0.089957  |  training_for: 266.20
epoch = 250  |  train_loss = 0.089872  |  val_loss = 0.089952  |  training_for: 267.35
epoch = 251  |  train_loss = 0.089882  |  val_loss = 0.090381  |  training_for: 268.40
epoch = 252  |  train_loss = 0.089878  |  val_loss = 0.090538  |  training_for: 269.45
epoch = 253  |  train_loss = 0.089873  |  val_loss = 0.089994  |  training_for: 270.53
epoch = 254  |  train_loss = 0.089861  |  val_loss = 0.090206  |  training_for: 271.58
epoch = 255  |  train_loss = 0.089866  |  val_loss = 0.090343  |  training_for: 272.64
epoch = 256  |  train_loss = 0.089853  |  val_loss = 0.090094  |  training_for: 273.69
epoch = 257  |  train_loss = 0.089853  |  val_loss = 0.090089  |  training_for: 274.83
epoch = 258  |  train_loss = 0.089858  |  val_loss = 0.090187  |  training_for: 275.91
epoch = 259  |  train_loss = 0.089862  |  val_loss = 0.090183  |  training_for: 276.96
epoch = 260  |  train_loss = 0.089858  |  val_loss = 0.090201  |  training_for: 278.00
epoch = 261  |  train_loss = 0.089871  |  val_loss = 0.089964  |  training_for: 279.05
epoch = 262  |  train_loss = 0.089871  |  val_loss = 0.090358  |  training_for: 280.10
epoch = 263  |  train_loss = 0.089882  |  val_loss = 0.089986  |  training_for: 281.15
epoch = 264  |  train_loss = 0.089875  |  val_loss = 0.090296  |  training_for: 282.20
epoch = 265  |  train_loss = 0.089874  |  val_loss = 0.090065  |  training_for: 283.31
epoch = 266  |  train_loss = 0.089875  |  val_loss = 0.090098  |  training_for: 284.37
epoch = 267  |  train_loss = 0.089862  |  val_loss = 0.090199  |  training_for: 285.42
epoch = 268  |  train_loss = 0.089858  |  val_loss = 0.090012  |  training_for: 286.58
epoch = 269  |  train_loss = 0.089856  |  val_loss = 0.090235  |  training_for: 287.63
epoch = 270  |  train_loss = 0.089860  |  val_loss = 0.090267  |  training_for: 288.67
epoch = 271  |  train_loss = 0.089863  |  val_loss = 0.090211  |  training_for: 289.72
epoch = 272  |  train_loss = 0.089859  |  val_loss = 0.090200  |  training_for: 290.78
epoch = 273  |  train_loss = 0.089865  |  val_loss = 0.089970  |  training_for: 291.83
epoch = 274  |  train_loss = 0.089861  |  val_loss = 0.090054  |  training_for: 292.88
epoch = 275  |  train_loss = 0.089868  |  val_loss = 0.090252  |  training_for: 294.03
epoch = 276  |  train_loss = 0.089852  |  val_loss = 0.090041  |  training_for: 295.08
epoch = 277  |  train_loss = 0.089864  |  val_loss = 0.090013  |  training_for: 296.14
epoch = 278  |  train_loss = 0.089866  |  val_loss = 0.090173  |  training_for: 297.19
epoch = 279  |  train_loss = 0.089866  |  val_loss = 0.090204  |  training_for: 298.26
epoch = 280  |  train_loss = 0.089858  |  val_loss = 0.089921  |  training_for: 299.31
epoch = 281  |  train_loss = 0.089857  |  val_loss = 0.090192  |  training_for: 300.37
epoch = 282  |  train_loss = 0.089877  |  val_loss = 0.090104  |  training_for: 301.42
epoch = 283  |  train_loss = 0.089865  |  val_loss = 0.090143  |  training_for: 302.47
epoch = 284  |  train_loss = 0.089876  |  val_loss = 0.090261  |  training_for: 303.53
epoch = 285  |  train_loss = 0.089871  |  val_loss = 0.090000  |  training_for: 304.58
epoch = 286  |  train_loss = 0.089864  |  val_loss = 0.090040  |  training_for: 305.74
epoch = 287  |  train_loss = 0.089863  |  val_loss = 0.090058  |  training_for: 306.79
epoch = 288  |  train_loss = 0.089876  |  val_loss = 0.090233  |  training_for: 307.84
epoch = 289  |  train_loss = 0.089870  |  val_loss = 0.090032  |  training_for: 308.91
epoch = 290  |  train_loss = 0.089861  |  val_loss = 0.090127  |  training_for: 309.98
epoch = 291  |  train_loss = 0.089861  |  val_loss = 0.089905  |  training_for: 311.06
epoch = 292  |  train_loss = 0.089858  |  val_loss = 0.090121  |  training_for: 312.10
epoch = 293  |  train_loss = 0.089861  |  val_loss = 0.089949  |  training_for: 313.25
epoch = 294  |  train_loss = 0.089867  |  val_loss = 0.090023  |  training_for: 314.29
epoch = 295  |  train_loss = 0.089856  |  val_loss = 0.089903  |  training_for: 315.36
epoch = 296  |  train_loss = 0.089851  |  val_loss = 0.090096  |  training_for: 316.41
epoch = 297  |  train_loss = 0.089851  |  val_loss = 0.089894  |  training_for: 317.48
epoch = 298  |  train_loss = 0.089859  |  val_loss = 0.090333  |  training_for: 318.55
epoch = 299  |  train_loss = 0.089858  |  val_loss = 0.089981  |  training_for: 319.60
epoch = 300  |  train_loss = 0.089861  |  val_loss = 0.090248  |  training_for: 320.68
epoch = 301  |  train_loss = 0.089862  |  val_loss = 0.089983  |  training_for: 321.74
epoch = 302  |  train_loss = 0.089864  |  val_loss = 0.089726  |  training_for: 322.81
epoch = 303  |  train_loss = 0.089865  |  val_loss = 0.090266  |  training_for: 323.90
epoch = 304  |  train_loss = 0.089857  |  val_loss = 0.090143  |  training_for: 325.07
epoch = 305  |  train_loss = 0.089855  |  val_loss = 0.090049  |  training_for: 326.15
epoch = 306  |  train_loss = 0.089860  |  val_loss = 0.089985  |  training_for: 327.22
epoch = 307  |  train_loss = 0.089859  |  val_loss = 0.090273  |  training_for: 328.27
epoch = 308  |  train_loss = 0.089860  |  val_loss = 0.090157  |  training_for: 329.32
epoch = 309  |  train_loss = 0.089862  |  val_loss = 0.089968  |  training_for: 330.39
epoch = 310  |  train_loss = 0.089863  |  val_loss = 0.090193  |  training_for: 331.46
epoch = 311  |  train_loss = 0.089860  |  val_loss = 0.090116  |  training_for: 332.61
epoch = 312  |  train_loss = 0.089856  |  val_loss = 0.090236  |  training_for: 333.66
epoch = 313  |  train_loss = 0.089857  |  val_loss = 0.089863  |  training_for: 334.71
epoch = 314  |  train_loss = 0.089860  |  val_loss = 0.090059  |  training_for: 335.83
epoch = 315  |  train_loss = 0.089857  |  val_loss = 0.090100  |  training_for: 336.89
epoch = 316  |  train_loss = 0.089857  |  val_loss = 0.089986  |  training_for: 337.93
