epoch = 0  |  train_loss = 0.107490  |  val_loss = 0.095623  |  training_for: 1.35
epoch = 89  |  train_loss = 0.090458  |  val_loss = 0.090061  |  training_for: 90.20
epoch = 90  |  train_loss = 0.090457  |  val_loss = 0.090168  |  training_for: 91.28
epoch = 91  |  train_loss = 0.090457  |  val_loss = 0.089998  |  training_for: 92.31
epoch = 92  |  train_loss = 0.090446  |  val_loss = 0.090124  |  training_for: 93.29
epoch = 93  |  train_loss = 0.090450  |  val_loss = 0.090119  |  training_for: 94.27
epoch = 94  |  train_loss = 0.090455  |  val_loss = 0.090262  |  training_for: 95.23
epoch = 95  |  train_loss = 0.090444  |  val_loss = 0.090005  |  training_for: 96.21
epoch = 96  |  train_loss = 0.090443  |  val_loss = 0.090262  |  training_for: 97.19
epoch = 97  |  train_loss = 0.090442  |  val_loss = 0.090133  |  training_for: 98.26
epoch = 98  |  train_loss = 0.090435  |  val_loss = 0.090031  |  training_for: 99.24
epoch = 99  |  train_loss = 0.090437  |  val_loss = 0.090122  |  training_for: 100.23
epoch = 100  |  train_loss = 0.090434  |  val_loss = 0.090180  |  training_for: 101.20
epoch = 101  |  train_loss = 0.090428  |  val_loss = 0.089867  |  training_for: 102.18
epoch = 102  |  train_loss = 0.090428  |  val_loss = 0.090182  |  training_for: 103.15
epoch = 103  |  train_loss = 0.090428  |  val_loss = 0.090112  |  training_for: 104.14
epoch = 104  |  train_loss = 0.090424  |  val_loss = 0.089966  |  training_for: 105.13
epoch = 105  |  train_loss = 0.090418  |  val_loss = 0.090160  |  training_for: 106.11
epoch = 106  |  train_loss = 0.090411  |  val_loss = 0.090007  |  training_for: 107.09
epoch = 107  |  train_loss = 0.090413  |  val_loss = 0.089918  |  training_for: 108.07
epoch = 108  |  train_loss = 0.090411  |  val_loss = 0.090239  |  training_for: 109.15
epoch = 109  |  train_loss = 0.090411  |  val_loss = 0.090203  |  training_for: 110.13
epoch = 110  |  train_loss = 0.090421  |  val_loss = 0.090054  |  training_for: 111.11
epoch = 111  |  train_loss = 0.090412  |  val_loss = 0.090063  |  training_for: 112.09
epoch = 112  |  train_loss = 0.090405  |  val_loss = 0.090292  |  training_for: 113.07
epoch = 113  |  train_loss = 0.090414  |  val_loss = 0.089969  |  training_for: 114.10
epoch = 114  |  train_loss = 0.090414  |  val_loss = 0.089863  |  training_for: 115.18
epoch = 115  |  train_loss = 0.090407  |  val_loss = 0.090278  |  training_for: 116.18
epoch = 116  |  train_loss = 0.090403  |  val_loss = 0.089900  |  training_for: 117.19
epoch = 117  |  train_loss = 0.090409  |  val_loss = 0.090372  |  training_for: 118.16
epoch = 118  |  train_loss = 0.090407  |  val_loss = 0.090137  |  training_for: 119.13
epoch = 119  |  train_loss = 0.090406  |  val_loss = 0.090204  |  training_for: 120.12
epoch = 120  |  train_loss = 0.090400  |  val_loss = 0.090252  |  training_for: 121.09
epoch = 121  |  train_loss = 0.090392  |  val_loss = 0.090054  |  training_for: 122.08
epoch = 122  |  train_loss = 0.090389  |  val_loss = 0.089990  |  training_for: 123.06
epoch = 123  |  train_loss = 0.090397  |  val_loss = 0.090486  |  training_for: 124.04
epoch = 124  |  train_loss = 0.090389  |  val_loss = 0.089813  |  training_for: 125.02
epoch = 125  |  train_loss = 0.090388  |  val_loss = 0.090287  |  training_for: 126.00
epoch = 126  |  train_loss = 0.090392  |  val_loss = 0.090193  |  training_for: 127.08
epoch = 127  |  train_loss = 0.090381  |  val_loss = 0.090137  |  training_for: 128.06
epoch = 128  |  train_loss = 0.090377  |  val_loss = 0.090169  |  training_for: 129.05
epoch = 129  |  train_loss = 0.090380  |  val_loss = 0.089984  |  training_for: 130.04
epoch = 130  |  train_loss = 0.090377  |  val_loss = 0.090183  |  training_for: 131.03
epoch = 131  |  train_loss = 0.090383  |  val_loss = 0.090191  |  training_for: 132.02
epoch = 132  |  train_loss = 0.090378  |  val_loss = 0.089976  |  training_for: 133.10
epoch = 133  |  train_loss = 0.090379  |  val_loss = 0.090236  |  training_for: 134.08
epoch = 134  |  train_loss = 0.090373  |  val_loss = 0.090094  |  training_for: 135.09
epoch = 135  |  train_loss = 0.090380  |  val_loss = 0.090321  |  training_for: 136.07
epoch = 136  |  train_loss = 0.090382  |  val_loss = 0.090109  |  training_for: 137.05
epoch = 137  |  train_loss = 0.090379  |  val_loss = 0.090223  |  training_for: 138.03
epoch = 138  |  train_loss = 0.090381  |  val_loss = 0.090111  |  training_for: 139.00
epoch = 139  |  train_loss = 0.090375  |  val_loss = 0.090302  |  training_for: 139.99
epoch = 140  |  train_loss = 0.090371  |  val_loss = 0.090032  |  training_for: 140.99
epoch = 141  |  train_loss = 0.090376  |  val_loss = 0.090111  |  training_for: 141.96
epoch = 142  |  train_loss = 0.090369  |  val_loss = 0.090079  |  training_for: 142.93
epoch = 143  |  train_loss = 0.090369  |  val_loss = 0.090220  |  training_for: 144.02
epoch = 144  |  train_loss = 0.090366  |  val_loss = 0.089915  |  training_for: 145.00
epoch = 145  |  train_loss = 0.090364  |  val_loss = 0.090277  |  training_for: 145.98
epoch = 146  |  train_loss = 0.090361  |  val_loss = 0.090016  |  training_for: 147.02
Traceback (most recent call last):
  File "/home/jwilkie/code_base/nids_ssl/main.py", line 131, in <module>
    print('starting')
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/hydra/main.py", line 94, in decorated_main
    _run_hydra(
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/hydra/_internal/utils.py", line 394, in _run_hydra
    _run_app(
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/hydra/_internal/utils.py", line 457, in _run_app
    run_and_report(
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/hydra/_internal/utils.py", line 220, in run_and_report
    return func()
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/hydra/_internal/utils.py", line 458, in <lambda>
    lambda: hydra.run(
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/hydra/_internal/hydra.py", line 119, in run
    ret = run_job(
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/hydra/core/utils.py", line 186, in run_job
    ret.return_value = task_function(task_cfg)
  File "/home/jwilkie/code_base/nids_ssl/main.py", line 117, in main
    # unsupervised pretraining
  File "/home/jwilkie/code_base/packages/model_training/training_loops.py", line 150, in train
    loss = loss_calc(model, batch)  #compute validation loss
  File "/home/jwilkie/code_base/packages/self_supervised/tabular/saint/composite_loss.py", line 46, in calc_loss
    z_aug = model.feed_aug(x)
  File "/home/jwilkie/code_base/packages/self_supervised/tabular/saint/saint.py", line 141, in feed_aug
    return self.encoder(self.latent_aug(self.embedding_layer(self.feature_aug(x))))
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1501, in _call_impl
    return forward_call(*args, **kwargs)
  File "/home/jwilkie/code_base/packages/custom_transformers/encoders.py", line 55, in forward
    x = layer(x)
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1501, in _call_impl
    return forward_call(*args, **kwargs)
  File "/home/jwilkie/code_base/packages/custom_transformers/encoders.py", line 101, in forward
    x = self.sublayers[0](x, lambda z: self.self_attn(z, z, z)[0])
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1501, in _call_impl
    return forward_call(*args, **kwargs)
  File "/home/jwilkie/code_base/packages/custom_transformers/architecture.py", line 45, in forward
    return x + self.dropout(sublayer(self.norm(x)))
  File "/home/jwilkie/code_base/packages/custom_transformers/encoders.py", line 101, in <lambda>
    x = self.sublayers[0](x, lambda z: self.self_attn(z, z, z)[0])
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1501, in _call_impl
    return forward_call(*args, **kwargs)
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/torch/nn/modules/activation.py", line 1130, in forward
    self.out_proj.bias,
  File "/home/jwilkie/pylabs/env/lib/python3.10/site-packages/torch/nn/modules/module.py", line 1601, in __getattr__
    def __getattr__(self, name: str) -> Union[Tensor, 'Module']:
KeyboardInterrupt
